"","ADPF","Tipo","Parte"
"3005",775,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3006",775,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3007",776,"REQTE.(S)","PARTIDO PROGRESSISTA"
"3008",776,"ADV.(A/S)","HERMAN TED BARBOSA (10001/DF)"
"3009",776,"ADV.(A/S)","RODRIGO DE BITTENCOURT MUDROVITSCH (4708/AC, 26966/DF, 200706/MG, 18407/A/MT, 56927/PR, 212740/RJ, 5536/RO, 633-A/RR, 396605/SP)"
"3010",776,"INTDO.(A/S)","TRIBUNAL SUPERIOR ELEITORAL"
"3011",776,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3012",777,"REQTE.(S)","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"3013",777,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"3014",777,"INTDO.(A/S)","MINISTRA DE ESTADO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS"
"3015",777,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3016",778,"REQTE.(S)","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"3017",778,"ADV.(A/S)","FRANCISCO GALVAO DE CARVALHO (8809/MG)"
"3018",778,"ADV.(A/S)","JOSE ROBERTO DE MENDONCA JUNIOR (72060/MG)"
"3019",778,"INTDO.(A/S)","TRIBUNAL SUPERIOR ELEITORAL"
"3020",778,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3021",779,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"3022",779,"ADV.(A/S)","PAULO ROBERTO IOTTI VECCHIATTI (242668/SP)"
"3023",779,"ADV.(A/S)","SORAIA DA ROSA MENDES (62320/DF)"
"3024",779,"ADV.(A/S)","CAROLINA VALENCA FERRAZ (01058/PE)"
"3025",779,"ADV.(A/S)","MARINA ZANATTA GANZAROLLI (321669/SP)"
"3026",779,"ADV.(A/S)","LUANDA MORAIS PIRES (47652/DF, 23873-A/MS, 95946/PR, 357642/SP)"
"3027",779,"ADV.(A/S)","MARIA BERENICE DIAS (32863/DF, 74024/RS)"
"3028",779,"ADV.(A/S)","ALEXANDRE GUSTAVO MELO FRANCO DE MORAES BAHIA (83920/MG)"
"3029",779,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3030",779,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3031",779,"AM. CURIAE.","ASSOCIACAO BRASILEIRA DAS MULHERES DE CARREIRA JURIDICA"
"3032",779,"ADV.(A/S)","ALICE BIANCHINI (387876/SP)"
"3033",779,"ADV.(A/S)","ELIANA CALMON ALVES (46625/DF)"
"3034",779,"ADV.(A/S)","ERIC DINIZ CASIMIRO (63071/DF)"
"3035",779,"AM. CURIAE.","ASSOCIACAO BRASILEIRA DOS ADVOGADOS CRIMINALISTAS - ABRACRIM"
"3036",779,"ADV.(A/S)","THAISE MATTAR ASSAD (80834/PR)"
"3037",779,"ADV.(A/S)","THIAGO MIRANDA MINAGE (131007/RJ)"
"3038",779,"ADV.(A/S)","SHEYNER YASBECK ASFORA (11590/PB)"
"3039",779,"AM. CURIAE.","ASSOCIAÇÃO BRASILEIRA DE MULHERES LÉSBICAS, BISSEXUAIS, TRAVESTIS E TRANSEXUAIS - ABMLBT"
"3040",779,"ADV.(A/S)","MARIANA SALINAS SERRANO (324186/SP)"
"3041",779,"ADV.(A/S)","LUANDA MORAIS PIRES (47652/DF, 23873-A/MS, 95946/PR, 357642/SP)"
"3042",779,"AM. CURIAE.","ASSOCIAÇÃO DAS DEFENSORAS E DEFENSORES PÚBLICOS DO DISTRITO FEDERAL - ADEP-DF"
"3043",779,"ADV.(A/S)","NATHALIA ROCA BOLIK FRANCA (16412/MS)"
"3044",779,"ADV.(A/S)","JEFERSON BORGES DOS SANTOS JUNIOR (25201/MS)"
"3045",779,"ADV.(A/S)","TIAGO BUNNING MENDES (18802/MS)"
"3046",779,"AM. CURIAE.","ASSOCIACAO NACIONAL DA ADVOCACIA CRIMINAL"
"3047",779,"ADV.(A/S)","VICTOR MINERVINO QUINTIERE (43144/DF)"
"3048",779,"ADV.(A/S)","JAMES WALKER NEVES CORREA JUNIOR (079016/RJ)"
"3049",779,"ADV.(A/S)","DECIO FRANCO DAVID (51322/PR, 61152-A/SC)"
"3050",779,"ADV.(A/S)","LUIZA BORGES TERRA (68214/PR, 96426A/RS, 40345/SC, 420349/SP)"
"3051",779,"ADV.(A/S)","MARCIO GUEDES BERTI (37270/PR)"
"3052",779,"ADV.(A/S)","CAMILIN MARCIE DE POLI (58562/PR)"
"3053",779,"ADV.(A/S)","ANTONIO ALBERTO DO VALE CERQUEIRA (15106/DF)"
"3054",779,"ADV.(A/S)","MANOEL LEITE DOS PASSOS NETO (8017/AL)"
"3055",779,"AM. CURIAE.","DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO"
"3056",779,"ADV.(A/S)","DEFENSOR PÚBLICO GERAL DO ESTADO DO RIO DE JANEIRO"
"3057",779,"AM. CURIAE.","INSTITUTO ANJOS DA LIBERDADE"
"3058",779,"ADV.(A/S)","NICOLE GIAMBERARDINO FABRE (52644/PR)"
"3059",779,"ADV.(A/S)","RAMIRO CARLOS ROCHA REBOUCAS (169721/RJ)"
"3060",779,"ADV.(A/S)","FLAVIA PINHEIRO FROES (097557/RJ)"
"3061",780,"REQTE.(S)","SOLIDARIEDADE"
"3062",780,"ADV.(A/S)","DANIEL SOARES ALVARENGA DE MACEDO (36042/DF)"
"3063",780,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO"
"3064",780,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3065",781,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DA INDÚSTRIA DE PNEUMÁTICOS - ANIP"
"3066",781,"ADV.(A/S)","JOÃO JOAQUIM MARTINELLI (3210/SC)"
"3067",781,"ADV.(A/S)","SANDRA NEVES LIMA DOS SANTOS (238717/SP)"
"3068",781,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE SÃO PAULO"
"3069",781,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO MUNICÍPIO DE SÃO PAULO"
"3070",781,"INTDO.(A/S)","CÂMARA MUNICIPAL DE SÃO PAULO"
"3071",781,"PROC.(A/S)(ES)","PROCURADOR LEGISLATIVO CHEFE DA CÂMARA MUNICIPAL DE SÃO PAULO"
"3072",782,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"3073",782,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"3074",782,"ADV.(A/S)","HABACUQUE WELLINGTON SODRE (287857/SP)"
"3075",782,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE SÃO BERNARDO DO CAMPO"
"3076",782,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO MUNICÍPIO DE SÃO BERNARDO DO CAMPO"
"3077",782,"INTDO.(A/S)","CÂMARA MUNICIPAL DE SÃO BERNARDO DO CAMPO"
"3078",782,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3079",783,"REQTE.(S)","PROCURADOR-GERAL DA REPÚBLICA"
"3080",783,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE MUCURICI"
"3081",783,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICÍPIO DE MUCURUCI"
"3082",783,"INTDO.(A/S)","CÂMARA MUNICIPAL DE MUCURUCI"
"3083",783,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3084",784,"REQTE.(S)","PARTIDO PATRIOTA"
"3085",784,"ADV.(A/S)","JOAO ALBERTO DA CUNHA FILHO (74132/DF, 10705/PB, 01020/PE, 708-A/RN, 10.506-A/TO)"
"3086",784,"INTDO.(A/S)","PRESIDENTE DO TRIBUNAL DE JUSTIÇA DO ESTADO DA PARAÍBA"
"3087",784,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3088",785,"REQTE.(S)","PODEMOS"
"3089",785,"ADV.(A/S)","JOELSON COSTA DIAS (10441/DF, 157690/MG)"
"3090",785,"INTDO.(A/S)","MINISTRO DE ESTADO DA SAÚDE"
"3091",785,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3092",786,"REQTE.(S)","REDE SUSTENTABILIDADE"
"3093",786,"ADV.(A/S)","LADYANE KATLYN DE SOUZA (59078/DF)"
"3094",786,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3095",786,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3096",786,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3097",786,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3098",787,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"3099",787,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"3100",787,"INTDO.(A/S)","MINISTRO DE ESTADO DA SAÚDE"
"3101",787,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3102",787,"AM. CURIAE.","ASSOCIACAO COLETIVO MARGARIDA ALVES DE ASSESSORIA POPULAR"
"3103",787,"AM. CURIAE.","REXISTIR - NÚCLEO LGBT+"
"3104",787,"ADV.(A/S)","MARIANA PRANDINI FRAGA ASSIS (52017/DF)"
"3105",787,"ADV.(A/S)","CAROLINA REZENDE MORAES (59689/DF)"
"3106",788,"REQTE.(S)","ABREDIF ASSOCIACAO BRASILEIRA DE EMPRESAS E DIRETORES FUNERARIOS"
"3107",788,"ADV.(A/S)","EGON BOCKMANN MOREIRA (14376/PR)"
"3108",788,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE CURITIBA"
"3109",788,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO MUNICÍPIO DE CURITIBA"
"3110",788,"INTDO.(A/S)","CÂMARA MUNICIPAL DE CURITIBA"
"3111",788,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3112",789,"REQTE.(S)","GOVERNADOR DO ESTADO DO MARANHÃO"
"3113",789,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO MARANHÃO"
"3114",789,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 16ª REGIÃO"
"3115",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3116",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE TIMON"
"3117",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3118",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 2ª VARA DO TRABALHO DE IMPERATRIZ"
"3119",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3120",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 4ª VARA DO TRABALHO DE TERESINA"
"3121",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3122",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE BARREIRINHAS"
"3123",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3124",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 6ª VARA DO TRABALHO DE SÃO LUÍS"
"3125",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3126",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 1ª VARA DO TRABALHO DE TERESINA"
"3127",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3128",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE CAXIAS"
"3129",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3130",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 3ª VARA DO TRABALHO DE SÃO LUÍS"
"3131",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3132",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 3ª VARA DO TRABALHO DE TERESINA"
"3133",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3134",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE CHAPADINHA"
"3135",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3136",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 1ª VARA DO TRABALHO DE IMPERATRIZ"
"3137",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3138",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 7ª VARA DO TRABALHO DE SÃO LUÍS"
"3139",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3140",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA 4ª VARA DO TRABALHO DE SÃO LUÍS"
"3141",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3142",789,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE PARNAÍBA"
"3143",789,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3144",790,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"3145",790,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"3146",790,"ADV.(A/S)","ALBERTO BRANDAO HENRIQUES MAIMONI (21144/DF, 7234/O/MT)"
"3147",790,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"3148",790,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"3149",790,"REQTE.(S)","ASSOCIACAO NACIONAL DOS ATINGIDOS POR BARRAGENS"
"3150",790,"ADV.(A/S)","ARTUR FREIXEDAS COLITO (213451/MG)"
"3151",790,"ADV.(A/S)","ANNA CAROLINA MURATA GALEB (69973/PR)"
"3152",790,"REQTE.(S)","MOVIMENTO PELA SOBERANIA POPULAR NA MINERAÇÃO - MAM"
"3153",790,"ADV.(A/S)","PATRICIA DA SILVA (57864/RS)"
"3154",790,"REQTE.(S)","CENTRO DE ALTERNATIVAS SOCIOECONÔMICAS DO CERRADO - CASEC"
"3155",790,"ADV.(A/S)","PATRICIA DA SILVA (57864/RS)"
"3156",790,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS"
"3157",790,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3158",790,"INTDO.(A/S)","MINISTÉRIO PÚBLICO FEDERAL"
"3159",790,"PROC.(A/S)(ES)","PROCURADOR-GERAL DA REPÚBLICA"
"3160",790,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"3161",790,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"3162",790,"INTDO.(A/S)","MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS"
"3163",790,"PROC.(A/S)(ES)","PROCURADOR-GERAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS"
"3164",790,"INTDO.(A/S)","DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS"
"3165",790,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL DO ESTADO DE MINAS GERAIS"
"3166",790,"AM. CURIAE.","PARTIDO VERDE - PV"
"3167",790,"ADV.(A/S)","FABIANA CRISTINA ORTEGA SEVERO DA SILVA (40863/DF, 45896/PR)"
"3168",790,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"3169",790,"AM. CURIAE.","DEFENSORIA PÚBLICA DA UNIÃO"
"3170",790,"PROC.(A/S)(ES)","DEFENSOR PÚBLICO-GERAL FEDERAL"
"3171",790,"AM. CURIAE.","ASSOCIAÇÃO JUSTIÇA GLOBAL"
"3172",790,"ADV.(A/S)","DANIELA ALESSANDRA SOARES FICHINO (166574/RJ)"
"3173",790,"AM. CURIAE.","CONSELHO NACIONAL DE DIREITOS HUMANOS - CNDH"
"3174",790,"ADV.(A/S)","DANIEL LOPES CERQUEIRA (101544/MG)"
"3175",791,"REQTE.(S)","ESTADO DO ESPÍRITO SANTO"
"3176",791,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO ESPÍRITO SANTO"
"3177",791,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3178",791,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3179",791,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3180",791,"ADV.(A/S)","ADVOGADO-GERAL DO SENADO FEDERAL"
"3181",792,"REQTE.(S)","ESTADO DO ESPÍRITO SANTO"
"3182",792,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO ESPÍRITO SANTO"
"3183",792,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3184",792,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3185",792,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3186",792,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3187",793,"REQTE.(S)","PROCURADOR-GERAL DA REPÚBLICA"
"3188",793,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAÍBA"
"3189",793,"ADV.(A/S)","NEWTON NOBEL SOBREIRA VITA (10204/PB)"
"3190",793,"ADV.(A/S)","MARCOS CAVALCANTI DE ALBUQUERQUE FILHO"
"3191",793,"INTDO.(A/S)","GOVERNADOR DO ESTADO DA PARAÍBA"
"3192",793,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DA PARAÍBA"
"3193",794,"REQTE.(S)","PARTIDO COMUNISTA DO BRASIL"
"3194",794,"ADV.(A/S)","MAXIMILIANO NAGL GARCEZ (39587/BA, 36445-A/CE, 27889/DF, 16841-A/MA, 220273/MG, 220273/MG, 20792/PR, 209230/RJ, 65034-A/SC, 355466/SP, 6009-A/TO)"
"3195",794,"ADV.(A/S)","RAMON ARNUS KOELLE (295445/SP)"
"3196",794,"INTDO.(A/S)","COMPANHIA ENERGETICA DE BRASILIA"
"3197",794,"ADV.(A/S)","MURILO BOUZADA DE BARROS (11467/DF)"
"3198",794,"ADV.(A/S)","FERNANDO JORGETO DA SILVA (65147/DF, 76369/PR)"
"3199",794,"AM. CURIAE.","DISTRITO FEDERAL"
"3200",794,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO DISTRITO FEDERAL"
"3201",795,"REQTE.(S)","PARTIDO COMUNISTA DO BRASIL"
"3202",795,"ADV.(A/S)","DEBORAH MACEDO DUPRAT DE BRITTO PEREIRA (65698/DF)"
"3203",795,"ADV.(A/S)","MAURO DE AZEVEDO MENEZES (10826/BA, 19241/DF, 253-A/SE, 385589/SP)"
"3204",795,"ADV.(A/S)","RONALD CAVALCANTI FREITAS (183272/SP)"
"3205",795,"ADV.(A/S)","PAULO MACHADO GUIMARAES (05358/DF)"
"3206",795,"ADV.(A/S)","OLIVER OLIVEIRA SOUSA (57888/DF)"
"3207",795,"INTDO.(A/S)","MINISTRA DE ESTADO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS"
"3208",795,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3209",795,"AM. CURIAE.","CONECTA DIREITOS HUMANOS (ASSOCIAÇÃO DIREITOS HUMANOS EM REDE)"
"3210",795,"ADV.(A/S)","JOSE CARLOS DIAS (16009/SP)"
"3211",795,"ADV.(A/S)","FABIO KONDER COMPARATO (11118/SP)"
"3212",796,"REQTE.(S)","REDE SUSTENTABILIDADE"
"3213",796,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"3214",796,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3215",796,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3216",796,"INTDO.(A/S)","MINISTRO DE ESTADO DA SAÚDE"
"3217",796,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3218",797,"REQTE.(S)","PARTIDO TRABALHISTA BRASILEIRO - PTB"
"3219",797,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (28328/DF, 137677/RJ, 462972/SP)"
"3220",797,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3221",797,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3222",797,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3223",797,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3224",797,"AM. CURIAE.","NÚCLEO INTERAMERICANO DE DIREITOS HUMANOS - NIDH"
"3225",797,"AM. CURIAE.","CLÍNICA INTERAMERICANA DE DIREITOS HUMANOS DA FND/UFRJ"
"3226",797,"ADV.(A/S)","CAROLINA MACHADO DA SILVA (53676/RS)"
"3227",797,"ADV.(A/S)","SIDDHARTA LEGALE FERREIRA (165796/RJ)"
"3228",797,"AM. CURIAE.","INSTITUTO BAIANO DE DIREITO PROCESSUAL PENAL - IBADPP"
"3229",797,"ADV.(A/S)","MARIANA MADERA NUNES (41041/BA, 63192/DF)"
"3230",797,"ADV.(A/S)","CAIO MOUSINHO HITA (43776/BA)"
"3231",797,"ADV.(A/S)","ISMAR BARBOSA NASCIMENTO JUNIOR (32653/BA)"
"3232",797,"ADV.(A/S)","RAFAEL DE SA SANTANA (20225/BA)"
"3233",797,"ADV.(A/S)","RAFAELA DE OLIVEIRA ALBAN (28289/BA, 67934/DF, 446354/SP)"
"3234",797,"AM. CURIAE.","INSTITUTO DOS ADVOGADOS BRASILEIROS"
"3235",797,"ADV.(A/S)","PAULO DE MORAES PENALVA SANTOS (031636/RJ, 180272/SP)"
"3236",797,"ADV.(A/S)","JOAO THEOTONIO MENDES DE ALMEIDA JUNIOR (072960/RJ)"
"3237",797,"ADV.(A/S)","MARCIO GASPAR BARANDIER (075397/RJ)"
"3238",797,"AM. CURIAE.","INSTITUTO BRASILEIRO DE CIENCIAS CRIMINAIS"
"3239",797,"ADV.(A/S)","MARINA PINHAO COELHO ARAUJO (188809/RJ, 173413/SP)"
"3240",797,"ADV.(A/S)","ALBERTO ZACHARIAS TORON (40063/DF, 65371/SP)"
"3241",797,"ADV.(A/S)","MAIRA COSTA FERNANDES (33604/DF, 134821/RJ)"
"3242",797,"ADV.(A/S)","RAQUEL LIMA SCALCON (86286/RS, 439421/SP)"
"3243",797,"ADV.(A/S)","JOAO VICENTE TINOCO (211245/RJ)"
"3244",797,"ADV.(A/S)","MARIANA LOPES DA SILVA BONFIM (79551/PR)"
"3245",798,"REQTE.(S)","CENTRAL UNICA DOS TRABALHADORES-CUT"
"3246",798,"REQTE.(S)","CONFEDERACAO DOS TRABALHADORES NO SERVICO PUBLICO MUNICIPAL-CUT"
"3247",798,"REQTE.(S)","CONFEDERACAO DOS TRABALHADORES NO SERVICO PUBLICO FEDERAL"
"3248",798,"REQTE.(S)","CONFEDERACAO NACIONAL DOS METALURGICOS/CUT"
"3249",798,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM EDUCACAO"
"3250",798,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM SEGURIDADE SOCIAL DA CUT"
"3251",798,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"3252",798,"ADV.(A/S)","MAURO DE AZEVEDO MENEZES (10826/BA, 19241/DF, 253-A/SE, 385589/SP)"
"3253",798,"INTDO.(A/S)","MINISTRA DE ESTADO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS"
"3254",798,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3255",799,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB"
"3256",799,"ADV.(A/S)","DANIEL ANTONIO DE MORAES SARMENTO (63551/DF, 73032/RJ)"
"3257",799,"ADV.(A/S)","PEDRO HENRIQUE CARNEIRO DA COSTA REZENDE (16767A/AL, 59372/DF, 222950/RJ)"
"3258",799,"ADV.(A/S)","CAMILLA BORGES MARTINS GOMES (63549/DF, 179620/RJ)"
"3259",799,"ADV.(A/S)","ADEMAR BORGES DE SOUSA FILHO (29178/DF, 186435/RJ)"
"3260",799,"ADV.(A/S)","JOAO GABRIEL MADEIRA PONTES (63560/DF, 211354/RJ)"
"3261",799,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3262",799,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3263",799,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3264",799,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3265",799,"AM. CURIAE.","ASSOCIACAO BRASILEIRA DE JURISTAS PELA DEMOCRACIA"
"3266",799,"AM. CURIAE.","ASSOCIAÇÃO ADVOGADAS E ADVOGADOS PÚBLICOS PARA A DEMOCRACIA - APD"
"3267",799,"AM. CURIAE.","ASSOCIAÇÃO DE JUÍZES PARA A DEMOCRACIA - AJD"
"3268",799,"AM. CURIAE.","COLETIVO POR UM MINISTERIO PUBLICO TRANSFORMADOR"
"3269",799,"ADV.(A/S)","RAIMUNDO CEZAR BRITTO ARAGAO (32147/DF, 140251/MG, 234932/RJ, 1190/SE, 439314/SP)"
"3270",799,"INTDO.(A/S)","ASSOCIACAO BRASILEIRA DE IMPRENSA"
"3271",799,"ADV.(A/S)","LUIS GUILHERME MARTINS VIEIRA (24090/DF, 049265/RJ)"
"3272",799,"ADV.(A/S)","CLAUDIO PEREIRA DE SOUZA NETO (34238/DF, 96073/RJ, 417250/SP)"
"3273",799,"AM. CURIAE.","NÚCLEO INTERAMERICANO DE DIREITOS HUMANOS ¿ NIDH"
"3274",799,"AM. CURIAE.","CLÍNICA INTERAMERICANA DE DIREITOS HUMANOS DA FND/UFRJ"
"3275",799,"ADV.(A/S)","CAROLINA MACHADO DA SILVA (53676/RS)"
"3276",799,"ADV.(A/S)","SIDDHARTA LEGALE FERREIRA (165796/RJ)"
"3277",799,"AM. CURIAE.","INSTITUTO BAIANO DE DIREITO PROCESSUAL PENAL - IBADPP"
"3278",799,"ADV.(A/S)","CAIO MOUSINHO HITA (43776/BA)"
"3279",799,"ADV.(A/S)","ISMAR BARBOSA NASCIMENTO JUNIOR (32653/BA)"
"3280",799,"ADV.(A/S)","RAFAEL DE SA SANTANA (20225/BA)"
"3281",799,"ADV.(A/S)","RAFAELA DE OLIVEIRA ALBAN (28289/BA, 67934/DF, 446354/SP)"
"3282",799,"AM. CURIAE.","ASSOCIACAO LIVRES"
"3283",799,"ADV.(A/S)","IRAPUA SANTANA DO NASCIMENTO DA SILVA (341538/SP)"
"3284",799,"AM. CURIAE.","LEGAL GROUNDS FOR PRIVACY DESIGN CONSULTORIA EMPRESARIAL E REGULATORIA LTDA"
"3285",799,"ADV.(A/S)","RICARDO RESENDE CAMPOS (438833/SP)"
"3286",799,"AM. CURIAE.","INSTITUTO DOS ADVOGADOS BRASILEIROS - IAB NACIONAL"
"3287",799,"ADV.(A/S)","MARCIO GASPAR BARANDIER (075397/RJ)"
"3288",799,"AM. CURIAE.","ILD -  INSTITUTO DE LIBERDADE DIGITAL - EIRELI"
"3289",799,"ADV.(A/S)","MARCO ANTONIO DA COSTA SABINO (222937/SP)"
