"","ADPF","Data","Nome","Julgador","Decisao"
"834",762,"14/12/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR-ED. Incluído na Lista 9-2022.AM - Agendado para: 04/02/2022 a 11/02/2022."
"835",762,"22/03/2021","Agravo regimental provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, deu provimento ao agravo regimental, conheceu da arguição de descumprimento de preceito fundamental e, sem prejuízo da sequência do rito legal pelo Relator, concedeu a medida cautelar pleiteada, determinando a suspensão de decisões judiciais no âmbito da Justiça Comum do Estado do Piauí que tratem da manutenção da parcela de 26,05% (URP) na remuneração dos servidores do DER, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, vencidos os Ministros Marco Aurélio (Relator), Edson Fachin, Nunes Marques e Rosa Weber, que conheciam do agravo e negavam-lhe provimento. Plenário, Sessão Virtual de 12.3.2021 a 19.3.2021."
"836",762,"02/03/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 199-2021.MAM - Agendado para: 12/03/2021."
"837",762,"20/11/2020","Negado seguimento","MIN. MARCO AURÉLIO","Em 19/11/2020: ""(...) 3. Nego seguimento ao pedido."""
"838",763,"03/11/2022","Improcedente","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu da arguição de descumprimento de preceito fundamental e, no mérito, julgou-a improcedente, de modo a declarar a constitucionalidade dos arts. 18 a 20 do Decreto nº 10.540, de 2020, nos termos do voto do Relator. Falou, pelo requerente, o Dr. Felipe Santos Corrêa. Plenário, Sessão Virtual de 21.10.2022 a 28.10.2022."
"839",763,"05/10/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 131-2022.ALM - Agendado para: 21/10/2022 a 28/10/2022."
"840",764,"30/08/2021","Procedente","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu da arguição de descumprimento de preceito fundamental e julgou-a procedente para declarar (i) a não recepção, pela Constituição Federal de 1988, da Lei 104, de 30 de setembro de 1985, do Município de Nova Russas/CE; e (ii) a inconstitucionalidade do art. 20, § 2º, das Disposições Transitórias da Lei Orgânica do Município de Nova Russas/CE, nos termos do voto do Relator. Plenário, Sessão Virtual de 20.8.2021 a 27.8.2021."
"841",764,"10/08/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 363-2021.GM - Agendado para: 20/08/2021 a 27/08/2021."
"842",764,"27/01/2021","Deferido","MIN. GILMAR MENDES","""Por meio da Petição nº 3868/2021 (eDoc 13), o Município de Nova
Russas/CE requer seu ingresso no feito, na condição de amicus curiae.
É o breve relatório. Decido.
Considerando a complexidade da matéria em análise e a
representatividade da entidade requerente, defiro o pedido para que
ingresse nos autos, na condição de amicus curiae, podendo apresentar
memoriais e realizar sustentação oral. À secretaria para inclusão do requerente e seus patronos. Publique-se."""
"843",765,"20/06/2023","Vista - Devolução dos autos para julgamento","TRIBUNAL PLENO - SESSÃO VIRTUAL","20/06/2023 05:12:33 - Julgamento Virtual: ADPF. Incluído na Lista 11-2022.CL - Agendado para: 23/06/2023 a 30/06/2023. Processo automaticamente liberado para a continuação do julgamento, conforme Emenda Regimental 58, de 19 de dezembro de 2022."
"844",765,"20/06/2023","Incluído na lista de julgamento","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 11-2022.CL - Agendado para: 23/06/2023 a 30/06/2023."
"845",765,"14/02/2022","Vista ao(à) Ministro(a)","MIN. ANDRÉ MENDONÇA","Decisão: Após o voto da Ministra Cármen Lúcia (Relatora), que julgava procedente o pedido formulado na ação direta, para declarar inconstitucional todo e qualquer ato da Secretaria Especial de Comunicação Social do Ministério das Comunicações de produção de relatórios de monitoramento sobre as atividades de parlamentares e jornalistas em suas redes sociais, pediu vista dos autos o Ministro André Mendonça. Plenário, Sessão Virtual de 4.2.2022 a 11.2.2022."
"846",765,"05/02/2022","Suspenso o julgamento","MIN. ANDRÉ MENDONÇA","Pedido de Vista"
"847",765,"14/12/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 11-2022.CL - Agendado para: 04/02/2022 a 11/02/2022."
"848",766,NA,NA,NA,NA
"849",767,"13/02/2023","Extinto o processo","MIN. NUNES MARQUES","""(...) 3. Do exposto, julgo extinta esta arguição de descumprimento de preceito fundamental, sem resolução do mérito, com fundamento no art. 4º da Lei n. 9.882/1999 c/c o art. 21, § 1º, do Regimento Interno.

4. Publique-se.

Brasília, 9 de fevereiro de 2023."""
"850",767,"18/08/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. NUNES MARQUES","em 9.8.2021 ""(...) Adoto, por analogia, o rito do art. 12 da Lei n. 9.868, de 10/11/1999 (Arguição de Descumprimento de Preceito Fundamental 648,  Ministra Cármen Lúcia, Arguição de Descumprimento de Preceito Fundamental 546, Ministro Roberto Barroso, e Arguição de Descumprimento de Preceito Fundamental 395,  Ministro Gilmar Mendes).

Requisitem-se informações, a serem prestadas no prazo de 10 (dez) dias.

Posteriormente, remetam-se os autos, sucessivamente, à Advocacia-Geral da União e à Procuradoria-Geral da República, para que se manifestem no prazo de 5 (cinco) dias.

Intime-se. Publique-se."""
"851",768,"17/12/2020","Não conhecido(s)","MIN. DIAS TOFFOLI","Prejudicado o exame da medida cautelar."
"852",769,"10/06/2021","Negado seguimento","MIN. MARCO AURÉLIO",""
"853",769,"10/06/2021","Indeferido","MIN. MARCO AURÉLIO","""Considerado o disposto no artigo 76, § 1º, inciso III, do Código de Processo Civil, não regularizada a representação de terceiro interessado, descabe acolher pretensão de participação no processo. Indefiro o pedido de ingresso do Núcleo de Estudos Constitucionais do Departamento de Direito da Pontifícia Universidade Católica do Rio de Janeiro – PUC-Rio. Publiquem."""
"854",769,"04/05/2021","Indeferido","MIN. MARCO AURÉLIO","Ref. Petições/STF nº 34.504/2021 e 42.651/2021: ""O requerente não logrou demonstrar razão capaz de conduzir à admissibilidade da intervenção. Parte do pressuposto de deter interesse quanto à solução da controvérsia, sem revelar representatividade e pertinência temática. Indefiro o pedido. Publiquem."""
"855",769,"30/04/2021","Deferido","MIN. MARCO AURÉLIO","""Admito Comissão Pastoral da Terra, Cáritas Brasileira, Conselho Pastoral dos Pescadores e Conselho Indigenista Missionário – Cimi como terceiros interessados, recebendo o processo no estágio em que se encontra. Publiquem."""
"856",769,"20/04/2021","Deferido","MIN. MARCO AURÉLIO","""Admito as associações Acesso Cidadania e Direitos Humanos, Instituto Preservar, Núcleo Amigos da Terra Brasil – Nat-Brasil, Movimento Nacional de Direitos Humanos – MNDH, Organização pelo Direito Humano à Alimentação e à Nutrição Adequadas – Fian Brasil e Rede Social de Justiça e de Direitos Humanos como terceiras no processo, recebendo-o no estágio em que se encontra. Publiquem."""
"857",769,"15/04/2021","Deferido","MIN. MARCO AURÉLIO","""Admito o Conselho Nacional dos Direitos Humanos como terceiro interessado, recebendo o processo no estágio em que se encontra. Publiquem."""
"858",769,"14/04/2021","Deferido","MIN. MARCO AURÉLIO","""Admito a Associação de Advogados de Trabalhadores Rurais no
Estado da Bahia como interessada no processo, recebendo-o no estágio em que se encontra. Publiquem."""
"859",769,"13/04/2021","Deferido","MIN. MARCO AURÉLIO","""Reconsidero o pronunciamento, assentando possível, às interessadas Articulação Nacional de Agroecologia e Terra de Direitos, a realização de sustentação oral. Publiquem."""
"860",769,"24/02/2021","Deferido","MIN. MARCO AURÉLIO","""Admito a Articulação Nacional de Agroecologia e a organização
Terra de Direitos como interessadas no processo, recebendo-o no estágio
em que se encontra. Publiquem."""
"861",770,"24/02/2021","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, referendou a medida cautelar pleiteada para assentar que os Estados, Distrito Federal e Municípios (i) no caso de descumprimento do Plano Nacional de Operacionalização da Vacinação contra a Covid-19, recentemente tornado público pela União, ou na hipótese de que este não proveja cobertura imunológica tempestiva e suficiente contra a doença, poderão dispensar às respectivas populações as vacinas das quais disponham, previamente aprovadas pela Anvisa, ou (ii) se esta agência governamental não expedir a autorização competente, no prazo de 72 horas, poderão importar e distribuir vacinas registradas por pelo menos uma das autoridades sanitárias estrangeiras e liberadas para distribuição comercial nos respectivos países, conforme o art. 3°, VIII, a, e § 7°-A, da Lei nº 13.979/2020, ou, ainda, quaisquer outras que vierem a ser aprovadas, em caráter emergencial (Resolução DC/ANVISA 444, de 10/12/2020), nos termos do voto do Relator. Plenário, Sessão Virtua"
"862",770,"18/12/2020","Indeferido","MIN. RICARDO LEWANDOWSKI","em 18.12.2020 ""1) Indefiro o pedido de habilitação como amicus curiae do Partido Trabalhista Brasileiro - PTB (documento eletrônico 30), pois embora a agremiação política tenha legitimidade ativa para ajuizar ações de controle concentrado de constitucionalidade perante esta Suprema Corte, nos termos do art. 103, IV, da Constituição Federal, não reúne, no caso, a expertise técnica necessária para contribuir com o deslinde do debate travado nestes autos, tendo ademais, apresentado, exaustivamente, o seu ponto de vista sobre o tema na ADI 6.587/DF. 
2) Considerando que a Associação Nacional dos Servidores Públicos, da Previdência e Seguridade Social - Anasps (documento eletrônico 23) não preenche os requisitos legais, indefiro o pedido de ingresso como amicus curiae.
3) De modo a melhor apreciar um dos pedidos do requerente, o Conselho Federal da OAB, no sentido de que “os fundos provenientes de recuperação financeira decorrentes de operações como a Lava-Jato [...] sejam destinados ao plano nacional de imunização contra o coronavírus” (págs. 33-34 da inicial), intime-se o Excelentíssimo Senhor Procurador da República para que, no prazo de 30 (trinta dias), informe o montante e o destino dos referidos fundos. 

Publique-se."""
"863",770,"18/12/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 7-2021.RL - Agendado para: 12/02/2021."
"864",770,"17/12/2020","Liminar parcialmente deferida ad referendum","MIN. RICARDO LEWANDOWSKI","""(...) Isso posto, com fundamento nas razões acima expendidas, defiro em parte a cautelar, ad referendum do Plenário do Supremo Tribunal Federal, para assentar que os Estados, Distrito Federal e Municípios (i) no caso de descumprimento do Plano Nacional de Operacionalização da Vacinação contra a Covid-19, recentemente tornado público pela União, ou na hipótese de que este não proveja cobertura imunológica tempestiva e suficiente contra a doença, poderão dispensar às respectivas populações as vacinas das quais disponham, previamente aprovadas pela Anvisa, ou (ii) se esta agência governamental não expedir a autorização competente, no prazo de 72 horas, poderão importar e distribuir vacinas registradas por pelo menos uma das autoridades sanitárias estrangeiras e liberadas para distribuição comercial nos respectivos países, conforme o art. 3°, VIII, a, e § 7°-A, da Lei 13.979/2020, ou, ainda, quaisquer outras que vierem a ser aprovadas, em caráter emergencial, nos termos da Resolução DC/ANVISA 444, de 10/12/2020.

Comunique-se com urgência.

Publique-se."""
"865",771,"15/09/2021","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, negou provimento ao agravo regimental, nos termos do voto do Relator, vencido o Ministro Gilmar Mendes. Não participou deste julgamento a Ministra Cármen Lúcia. Plenário, Sessão Virtual de 3.9.2021 a 14.9.2021."
"866",771,"31/08/2021","Indeferido","MIN. ALEXANDRE DE MORAES","... Diante do exposto, INDEFIRO o requerimento. 
Publique-se."
"867",771,"25/08/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 553-2021.AM - Agendado para: 03/09/2021 a 13/09/2021."
"868",771,"28/07/2021","Negado seguimento","MIN. ALEXANDRE DE MORAES","Ante o exposto, NEGO SEGUIMENTO à presente Arguição de Descumprimento de Preceito Fundamental, com base no art. 4º, caput e § 1º, da Lei 9.882/1999 e no art. 21, § 1º, do Regimento Interno do Supremo Tribunal Federal. Publique-se. Brasília, 28 de julho de 2021."
"869",772,"19/06/2023","Prejudicado","MIN. EDSON FACHIN","Assim, tendo em vista a revogação da Resolução nº 126/2020
GECEX, julgo prejudicada a presente arguição de descumprimento de
preceito fundamental em razão da perda do seu objeto, conforme o art.
21, IX do RISTF.
Publique-se.
Brasília, 19 de junho de 2023."
"870",772,"27/09/2021","Vista ao(à) Ministro(a)","MIN. NUNES MARQUES","Decisão: Após o voto-vista do Ministro Alexandre de Moraes, que acompanhava o voto do Ministro Edson Fachin (Relator) na proposta de referendo da medida cautelar concedida, julgando prejudicado o agravo regimental interposto pela Advocacia-Geral da União, pediu vista dos autos o Ministro Nunes Marques. Plenário, Sessão Virtual de 17.9.2021 a 24.9.2021."
"871",772,"17/09/2021","Suspenso o julgamento","MIN. NUNES MARQUES","Pedido de Vista"
"872",772,"08/09/2021","Vista - Devolução dos autos para julgamento","MIN. ALEXANDRE DE MORAES","08/09/2021 17:12:28 - Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 4-2021.EF - Agendado para: 17/09/2021 a 24/09/2021."
"873",772,"08/09/2021","Incluído na lista de julgamento","MIN. ALEXANDRE DE MORAES","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 4-2021.EF - Agendado para: 17/09/2021 a 24/09/2021."
"874",772,"08/03/2021","Vista ao(à) Ministro(a)","MIN. ALEXANDRE DE MORAES","Decisão: Após o voto-vista do Ministro Roberto Barroso, que acompanhava o Relator com acréscimos na fundamentação, pediu vista dos autos o Ministro Alexandre de Moraes. Plenário, Sessão Virtual de 26.2.2021 a 5.3.2021."
"875",772,"26/02/2021","Suspenso o julgamento","MIN. ALEXANDRE DE MORAES","Pedido de Vista"
"876",772,"17/02/2021","Vista ao(à) Ministro(a)","MIN. ROBERTO BARROSO","Decisão: Após o voto do Ministro Edson Fachin (Relator), que propunha o referendo da medida liminar deferida para suspender os efeitos da Resolução GECEX nº 126/2020 e julgava prejudicado o exame do agravo regimental interposto, pediu vista dos autos o Ministro Roberto Barroso. Falaram: pela interessada União, o Dr. Ricardo Soriano de Alencar, Procurador-Geral da Fazenda Nacional; pelo amicus curiae Instituto Sou da Paz, a Dra. Juliana Vieira dos Santos e o Dr. Breno Ferreira Martins Vasconcelos; e, pelo amicus curiae Instituto Igarapé, o Dr. Beto Ferreira Martins Vasconcelos. Plenário, Sessão Virtual de 5.2.2021 a 12.2.2021."
"877",772,"15/02/2021","Vista - Devolução dos autos para julgamento","MIN. ROBERTO BARROSO","15/02/2021 13:18:33 - Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 4-2021.EF - Agendado para: 26/02/2021."
"878",772,"15/02/2021","Incluído na lista de julgamento","MIN. ROBERTO BARROSO","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 4-2021.EF - Agendado para: 26/02/2021."
"879",772,"09/02/2021","Suspenso o julgamento","MIN. ROBERTO BARROSO","Pedido de Vista"
"880",772,"02/02/2021","Deferido","MIN. EDSON FACHIN","""(...) Solicitou o ingresso no presente feito, na condição de amicus curiae, o
INSTITUTO SOU DA PAZ. (...) Admito o INSTITUTO SOU DA PAZ como amicus curiae, nos termos do
art. 7º, §2º, da Lei nº 9.868/1999, facultando-lhe a apresentação de
informações, memoriais escritos nos autos e sustentação oral por ocasião
do julgamento definitivo do mérito da presente arguição de
descumprimento de preceito fundamental."""
"881",772,"02/02/2021","Deferido","MIN. EDSON FACHIN","""(...) Solicitou o ingresso no presente feito, na condição de amicus curiae, o
INSTITUTO IGARAPÉ. (...) Admito o INSTITUTO IGARAPÉ como amicus curiae, nos termos do art.
7º, §2º, da Lei nº 9.868/1999, facultando-lhe a apresentação de
informações, memoriais escritos nos autos e sustentação oral por ocasião
do julgamento definitivo do mérito da presente arguição de
descumprimento de preceito fundamental."""
"882",772,"02/02/2021","Deferido","MIN. EDSON FACHIN","""(...) Solicitaram o ingresso no presente feito, na condição de amicus
curiae, a CONFEDERAÇÃO BRASILEIRA DE TRABALHADORES POLICIAIS CIVIS
(COBRAPOL) e o GRUPO DE ATUAÇÃO ESTRATÉGICA DAS DEFENSORIAS
PÚBLICAS ESTADUAIS E DISTRITAL NOS TRIBUNAIS SUPERIORES (GAETS). (...) Admito os requerentes como amici curiae, nos termos do art. 7º, §2º,
da Lei nº 9.868/1999, facultando-lhes a apresentação de informações,
memoriais escritos nos autos e sustentação oral por ocasião do
julgamento definitivo do mérito da presente ação direta de
inconstitucionalidade."""
"883",772,"17/12/2020","Adotado rito do Art. 12, da Lei 9.868/99","MIN. EDSON FACHIN","""(...) Sendo assim, diante da hipótese legal e da situação concreta exposta
por esta ADPF, em vista da relevância da matéria debatida nos presentes
autos e sua importância para a ordem federativa e constitucional, adoto o
rito do art. 12 da Lei 9.868/1999.
Requisite-se manifestação do Presidente do Comitê-Executivo de
Gestão da Câmara de Comércio Exterior do Ministério da Economia, no
prazo de 10 (dez) dias, e, após, colham-se informações da AdvocaciaGeral da União e da Procuradoria-Geral da República, no prazo de 05
(cinco) dias."""
"884",772,"16/12/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 4-2021.EF - Agendado para: 05/02/2021."
"885",772,"14/12/2020","Liminar deferida","MIN. EDSON FACHIN","(...) Ante o exposto, julgo presentes os pressupostos do fumus boni iuris e do periculum in mora, e defiro, ad referendum do plenário, a cautela requerida para suspender os efeitos da Resolução GECEX nº 126/2020.

Indico imediatamente o feito à pauta para a próxima sessão do Plenário Virtual.


Publique-se. Intime-se."
"886",773,"17/02/2021","Negado seguimento","MIN. RICARDO LEWANDOWSKI","""(...) Isso posto, com base no art. 4°, § 1°, da Lei 9.882/1999, bem assim com fundamento no art. 21, § 1°, do RISTF, nego seguimento a esta arguição de descumprimento de preceito fundamental, ficando prejudicado, por conseguinte, o exame do pedido de liminar. 

Publique-se.""

Brasília, 12 de fevereiro de 2021."
"887",773,"30/12/2020","Embargos não conhecidos","MIN. RICARDO LEWANDOWSKI","em 30.12.2020: ""(...) não conheço dos embargos declaratórios opostos (art. 21,
§ 1°, do RISTF). Publique-se."""
"888",774,"22/03/2022","Liminar deferida em parte","MIN. ANDRÉ MENDONÇA",""
"889",774,"22/03/2022","Liminar deferida em parte","MIN. ANDRÉ MENDONÇA",""
"890",775,"13/02/2023","Extinto o processo","MIN. NUNES MARQUES","... 3. Do exposto, julgo extinta esta arguição de descumprimento de preceito fundamental, sem resolução do mérito, com fundamento no art. 4º da Lei n. 9.882/1999 c/c o 21, § 1º, do Regimento Interno.

4. Publique-se."
"891",776,"20/06/2023","Extinto o processo","MIN. GILMAR MENDES",""
"892",776,"19/06/2023","Extinto o processo","MIN. GILMAR MENDES","Ante todo exposto, não conheço da presente arguição de
descumprimento fundamental quanto à pretensão de revisão da
interpretação que deu o TSE ao § 2º do art. 257 do Código Eleitoral nos
autos do AgR-RO-EI n. 0608809-63.2018.6.19.0000/RJ e determino a
extinção do processo sem resolução de mérito no particular.
Ao mesmo tempo, apesar de conhecer da ADPF quanto à questão
constitucional referente à aplicação do princípio da anualidade na
hipótese de alteração de jurisprudência pelo TSE (Constituição, art. 16),
reconheço a perda superveniente de objeto no ponto, o que também
enseja a extinção do processo sem resolução de mérito, tudo nos termos
do art. 21, IX e § 1º do Regimento Interno deste Supremo Tribunal
Federal.
Julgo prejudicada a medida cautelar anteriormente concedida.
Publique-se.
Brasília, 19 de junho de 2023."
"893",776,"01/04/2022","Despacho","PRESIDÊNCIA","""Ex positis, DETERMINO a autuação da Petição n. 19482/2022 como
Reclamação, a livre redistribuição do feito e o desentranhamento das
peças correlatas. Publique-se. Cumpra-se."""
"894",776,"18/12/2020","Liminar deferida em parte","MIN. GILMAR MENDES","em 17.12.2020 ""(...) Ante o exposto, com base no art. 5º, §1º, da Lei 9.882/99, e art. 21, V, do RISTF, defiro parcialmente a medida cautelar pleiteada para determinar a suspensão dos efeitos da nova orientação plenária fixada pelo TSE, no julgamento do AgR-RO-EI n. 0608809-63.2018.6.19.0000/RJ, impedindo-se sua aplicação imediata aos processos referentes às eleições de 2020.
Comunique-se, com urgência, ao Tribunal Superior Eleitoral.
Em seguida, cite-se o Advogado-Geral da União e abra-se vista dos autos à PGR, pelo prazo comum de 5 (cinco) dias (art. 103, §3º, da CF/88 e art. 7º, parágrafo único, da Lei 9.882/99).

Publique-se. Intimem-se. Cumpra-se."""
"895",777,"03/05/2022","Retirado do Julgamento Virtual","MIN. DIAS TOFFOLI","Pedido de Destaque. Sessão de 29/04/2022 a 06/05/2022"
"896",777,"19/04/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 138-2022.CL - Agendado para: 29/04/2022 a 06/05/2022."
"897",777,"17/04/2022","Retirado do Julgamento Virtual","MIN. CÁRMEN LÚCIA","Pedido de Destaque. Sessão de 15/04/2022 a 26/04/2022"
"898",777,"04/04/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 120-2022.CL - Agendado para: 15/04/2022 a 26/04/2022."
"899",778,"02/03/2022","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto da Relatora. Plenário, Sessão Virtual de 18.2.2022 a 25.2.2022."
"900",778,"03/02/2022","Vista - Devolução dos autos para julgamento","MIN. GILMAR MENDES","03/02/2022 17:24:58 - Julgamento Virtual: ADPF-AgR. Incluído na Lista 103-2021.CL - Agendado para: 18/02/2022 a 25/02/2022."
"901",778,"03/02/2022","Incluído na lista de julgamento","MIN. GILMAR MENDES","Julgamento Virtual: ADPF-AgR. Incluído na Lista 103-2021.CL - Agendado para: 18/02/2022 a 25/02/2022."
"902",778,"03/05/2021","Vista ao(à) Ministro(a)","MIN. GILMAR MENDES","Decisão: Após o voto da Ministra Cármen Lúcia (Relatora), que negava provimento ao agravo regimental, pediu vista dos autos o Ministro Gilmar Mendes. Plenário, Sessão Virtual de 23.4.2021 a 30.4.2021."
"903",778,"23/04/2021","Suspenso o julgamento","MIN. GILMAR MENDES","Pedido de Vista"
"904",778,"13/04/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 103-2021.CL - Agendado para: 23/04/2021 a 30/04/2021."
"905",778,"15/03/2021","Negado seguimento","MIN. CÁRMEN LÚCIA",""
"906",779,"03/04/2023","Despacho","MIN. DIAS TOFFOLI","Verificada a ausência de manifestação do Procurador-Geral da República neste processo, abra-se vista à autoridade para que se manifeste no prazo de 15 (quinze) dias."
"907",779,"01/03/2023","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 01/03/2023 14:56:29 - ADPF"
"908",779,"29/11/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 643-2022.DT - Agendado para: 09/12/2022 a 16/12/2022."
"909",779,"21/09/2022","Despacho","MIN. DIAS TOFFOLI","""(...)Do exposto, indefiro o pedido de aditamento à inicial.
Mantenho, porém, os documentos juntados pelo requerente aos autos, a título de memoriais."""
"910",779,"20/09/2022","Despacho","MIN. DIAS TOFFOLI","""(...)Atendidos os requisitos da relevância da matéria debatida e a representatividade dos postulantes, nos termos do art. 7º, § 2º, da Lei nº 9.868/99, defiro os pedidos da Associação das Defensoras e Defensores Públicos do Distrito Federal — ADEP-DF (doc. 102), da Associação Nacional da Advocacia Criminal (doc. 109), da Defensoria Pública do Estado do Rio de Janeiro (doc. 121) e do Instituto Anjos Da Liberdade (doc. 123) para ingresso nos autos como amici curiae. 
Reautue-se. 
Publique-se. """
"911",779,"15/03/2021","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, referendou a concessão parcial da medida cautelar para: (i) firmar o entendimento de que a tese da legítima defesa da honra é inconstitucional, por contrariar os princípios constitucionais da dignidade da pessoa humana (art. 1º, III, da CF), da proteção à vida e da igualdade de gênero (art. 5º, caput, da CF); (ii) conferir interpretação conforme à Constituição aos arts. 23, inciso II, e 25, caput e parágrafo único, do Código Penal e ao art. 65 do Código de Processo Penal, de modo a excluir a legítima defesa da honra do âmbito do instituto da legítima defesa e, por consequência, (iii) obstar à defesa, à acusação, à autoridade policial e ao juízo que utilizem, direta ou indiretamente, a tese de legítima defesa da honra (ou qualquer argumento que induza à tese) nas fases pré-processual ou processual penais, bem como durante julgamento perante o tribunal do júri, sob pena de nulidade do ato e do julgamento, nos termos do voto do Relator. Os Ministros E"
"912",779,"26/02/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 37-2021.DT - Agendado para: 05/03/2021."
"913",779,"26/02/2021","Liminar deferida em parte","MIN. DIAS TOFFOLI","""(...) Pelo exposto, concedo parcialmente a medida cautelar pleiteada, ad referendum do Plenário, para: (i) firmar o entendimento de que a tese da legítima defesa da honra é inconstitucional, por contrariar os princípios constitucionais da dignidade da pessoa humana (art. 1º, III, da CF), da proteção à vida e da igualdade de gênero (art. 5º, caput , da CF);
(ii) conferir interpretação conforme à Constituição aos arts. 23, inciso II, e 25, caput e parágrafo único, do Código Penal e ao art. 65 do Código de Processo Penal, de modo a excluir a legítima defesa da honra do âmbito do instituto da legítima defesa e, por consequência,
(iii) obstar à defesa que sustente, direta ou indiretamente, a legítima defesa da honra (ou qualquer argumento que induza à tese) nas fases pré-processual ou processual penais, bem como no julgamento perante o tribunal do júri, sob pena de nulidade do ato e do julgamento. Tendo em vista se tratar de referendo de medida liminar, o qual pode ser apresentado em mesa para julgamento independentemente de pauta (art. 21, XIV, RISTF), submeto esta decisão à referendo do colegiado na próxima sessão virtual, que se inicia em 5/3/21. Por razões de celeridade processual, intimem-se as partes, o Advogado-Geral da União e o Procurador-Geral da República para que se manifestem, se o desejarem, antes do julgamento do referendo da presente cautelar, possibilitando ainda a apresentação de sustentação oral até às 12h do dia 4/3/21. Dê-se ciência desta decisão ao Presidente desta Corte, Ministro Luiz Fux , e à Assessoria do Plenário para adoção das providências de praxe.
Comunique-se. Publique-se.Brasília, 26 de fevereiro de 2021."""
"914",779,"19/02/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. DIAS TOFFOLI",""
"915",780,"11/02/2021","Não conhecido(s)","MIN. DIAS TOFFOLI",""
"916",781,"04/03/2021","Não conhecido(s)","MIN. EDSON FACHIN","Aplicando-se o novel entendimento esposado por este Supremo Tribunal Federal, entendo que a ofensa a preceito fundamental em questão tem como parâmetro de controle regra de repartição vertical de competências. Regra esta de reprodução obrigatória pela Constituição estadual e atacável por meio de ação própria. Não se acha preenchido, portanto, o requisito da subsidiariedade típico da arguição de descumprimento de preceito fundamental. Ante o exposto, com fundamento no art. 4º, I, da Lei n. 9.882/99, não conheço da presente ADPF, restando prejudicado o pedido de natureza cautelar, bem como os embargos de declaração opostos em face do despacho que determinou a coleta de informações. Publique-se. Intime-se. Brasília, 3 de março de 2021."
"917",782,"24/05/2021","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão:  O Tribunal, por unanimidade, conheceu do agravo e negou-lhe provimento, nos termos do voto da Relatora. Não participou deste julgamento o Ministro Ricardo Lewandowski. Plenário, Sessão Virtual de 14.5.2021 a 21.5.2021."
